Date,Open,High,Low,Close,Volume
"Jul 14, 2022","368.83","374.19","361.46","372.96","2,098,400"
"Jul 13, 2022","368.20","374.41","364.70","371.94","1,994,000"
"Jul 12, 2022","383.90","391.52","372.91","375.54","2,639,600"
"Jul 11, 2022","386.57","388.05","380.46","384.16","1,832,200"
"Jul 8, 2022","384.35","391.86","383.84","389.44","1,611,200"
"Jul 7, 2022","382.50","392.07","382.38","390.89","2,368,500"
"Jul 6, 2022","378.54","385.39","374.09","382.83","2,284,600"
"Jul 5, 2022","363.50","378.52","359.82","376.49","3,120,500"
"Jul 1, 2022","364.18","369.53","359.07","368.48","2,471,600"
"Jun 30, 2022","362.90","370.42","357.56","366.06","2,595,500"
"Jun 29, 2022","367.94","370.37","362.64","368.50","2,027,900"
"Jun 28, 2022","381.00","382.98","364.45","365.63","2,654,500"
"Jun 27, 2022","388.80","389.39","379.38","381.07","2,244,600"
"Jun 24, 2022","380.64","388.06","378.22","387.72","3,305,300"
"Jun 23, 2022","371.71","378.18","367.47","376.64","2,534,300"
"Jun 22, 2022","360.79","372.55","358.22","365.33","3,168,200"
"Jun 21, 2022","355.02","372.80","353.51","362.99","5,343,500"
"Jun 17, 2022","349.24","367.32","338.00","360.79","9,475,100"
"Jun 16, 2022","369.37","376.12","360.90","365.08","5,775,300"
"Jun 15, 2022","376.03","382.75","368.50","376.92","3,664,500"
"Jun 14, 2022","371.44","376.89","367.31","370.82","3,197,200"
"Jun 13, 2022","377.36","385.65","371.09","371.65","4,724,800"
"Jun 10, 2022","412.90","413.96","390.19","393.84","4,406,100"
"Jun 9, 2022","424.17","436.04","423.48","426.42","2,572,400"
"Jun 8, 2022","430.54","433.75","426.42","428.84","1,790,100"
"Jun 7, 2022","423.98","435.20","423.12","433.42","1,611,200"
"Jun 6, 2022","437.59","440.00","427.04","429.46","1,563,800"
"Jun 3, 2022","430.71","438.01","427.26","429.76","2,355,300"
"Jun 2, 2022","418.11","441.90","415.84","441.28","3,415,700"
"Jun 1, 2022","428.00","437.55","413.79","418.16","3,409,900"
"May 31, 2022","427.22","427.29","412.79","416.48","7,944,200"
"May 27, 2022","414.80","428.55","414.63","428.22","3,560,400"
"May 26, 2022","405.09","411.55","402.46","408.60","2,419,500"
"May 25, 2022","395.32","406.10","394.71","402.50","2,726,700"
"May 24, 2022","401.61","404.33","391.04","398.41","2,630,800"
"May 23, 2022","404.01","407.88","398.89","406.76","2,337,500"
